Date,Open,High,Low,Close,Adj Close,Volume
2006-01-03,126.69999694824219,129.44000244140625,124.2300033569336,128.8699951171875,96.80943298339844,6188700
2006-01-04,127.3499984741211,128.91000366210938,126.37999725341797,127.08999633789062,95.47224426269531,4861600
2006-01-05,126.0,127.31999969482422,125.61000061035156,127.04000091552734,95.43470764160156,3717400
2006-01-06,127.29000091552734,129.25,127.29000091552734,128.83999633789062,96.78688049316406,4319600
2006-01-09,128.5,130.6199951171875,128.0,130.38999938964844,97.9512710571289,4723500
2006-01-10,130.0500030517578,132.9499969482422,130.02000427246094,132.02999877929688,99.18327331542969,5536800
2006-01-11,131.4499969482422,133.8000030517578,131.4199981689453,131.97000122070312,99.13822937011719,4671400
2006-01-12,131.39999389648438,133.2100067138672,131.3800048828125,132.25,99.34849548339844,3725500
2006-01-13,132.02000427246094,133.66000366210938,131.89999389648438,133.25999450683594,100.10725402832031,2894900
2006-01-17,131.0,133.1300048828125,130.58999633789062,132.58999633789062,99.60397338867188,3621600
2006-01-18,131.05999755859375,132.67999267578125,131.00999450683594,132.3699951171875,99.43869018554688,4302700
2006-01-19,132.72000122070312,134.82000732421875,132.7100067138672,133.82000732421875,100.52796173095703,5010700
2006-01-20,132.85000610351562,134.05999755859375,131.25,131.44000244140625,98.92486572265625,5679900
2006-01-23,131.63999938964844,134.17999267578125,131.63999938964844,132.8699951171875,100.00112915039062,3847900
2006-01-24,132.6300048828125,134.08999633789062,132.33999633789062,133.0,100.09899139404297,3758000
2006-01-25,133.64999389648438,134.0399932861328,132.4600067138672,133.55999755859375,100.52039337158203,3740500
2006-01-26,133.00999450683594,138.36000061035156,133.00999450683594,137.39999389648438,103.41048431396484,4808200
2006-01-27,137.92999267578125,139.75,137.10000610351562,138.94000244140625,104.56956481933594,3687900
2006-01-30,139.5500030517578,140.63999938964844,138.7100067138672,139.8699951171875,105.26948547363281,3168600
2006-01-31,139.72999572753906,141.86000061035156,138.4499969482422,141.25,106.30807495117188,4906200
2006-02-01,141.39999389648438,142.9499969482422,140.42999267578125,141.7100067138672,106.6542739868164,3635900
2006-02-02,142.27000427246094,143.77000427246094,141.39999389648438,142.52000427246094,107.26393127441406,3711000
2006-02-03,141.5500030517578,143.1199951171875,140.6999969482422,142.74000549316406,107.42948150634766,4178900
2006-02-06,142.61000061035156,144.10000610351562,141.60000610351562,142.82000732421875,107.48969268798828,3849300
2006-02-07,142.35000610351562,143.30999755859375,139.47999572753906,139.47999572753906,104.9759292602539,5207700
2006-02-08,140.10000610351562,141.92999267578125,139.32000732421875,141.13999938964844,106.22533416748047,4481400
2006-02-09,141.13999938964844,142.85000610351562,140.49000549316406,140.85000610351562,106.00703430175781,3059500
2006-02-10,140.6699981689453,141.85000610351562,137.8000030517578,140.80999755859375,105.9769287109375,4433100
2006-02-13,139.64999389648438,141.8000030517578,139.14999389648438,139.64999389648438,105.1038818359375,2155200
2006-02-14,141.1999969482422,142.32000732421875,138.77000427246094,141.77999877929688,106.70702362060547,3003100
2006-02-15,142.0,145.5,141.39999389648438,145.13999938964844,109.2358169555664,4330700
2006-02-16,146.10000610351562,146.35000610351562,144.2100067138672,145.89999389648438,109.80778503417969,2847300
2006-02-17,146.19000244140625,146.22000122070312,144.05999755859375,145.5399932861328,109.53689575195312,2407200
2006-02-21,145.55999755859375,145.75,143.00999450683594,143.4499969482422,107.9638442993164,2539800
2006-02-22,143.4499969482422,145.52999877929688,143.22999572753906,145.52999877929688,109.52933502197266,2664200
2006-02-23,145.61000061035156,145.61000061035156,143.7899932861328,143.9600067138672,108.3476791381836,2457400
2006-02-24,143.0500030517578,145.39999389648438,143.0500030517578,144.16000366210938,108.4981918334961,2314700
2006-02-27,144.80999755859375,145.25,143.33999633789062,143.82000732421875,108.24237060546875,2282200
2006-02-28,143.60000610351562,144.16000366210938,141.11000061035156,141.2899932861328,106.33821105957031,3911700
2006-03-01,141.97999572753906,143.74000549316406,141.55999755859375,143.14999389648438,107.73815155029297,2989900
2006-03-02,143.07000732421875,144.86000061035156,142.24000549316406,144.0,108.3778076171875,2902300
2006-03-03,143.5,147.47999572753906,143.10000610351562,146.0,109.8830795288086,4042700
2006-03-06,146.5399932861328,147.0800018310547,144.30999755859375,145.02000427246094,109.14550018310547,2900600
2006-03-07,144.3699951171875,144.4600067138672,143.1699981689453,144.27999877929688,108.58856201171875,2775400
2006-03-08,143.5500030517578,144.6699981689453,141.25999450683594,142.49000549316406,107.24137115478516,3633100
2006-03-09,142.66000366210938,143.39999389648438,141.1999969482422,141.6999969482422,106.64675903320312,2262100
2006-03-10,141.6300048828125,142.4499969482422,140.14999389648438,141.52999877929688,106.51885223388672,3247000
2006-03-13,141.5500030517578,142.9499969482422,139.17999267578125,140.72000122070312,105.90919494628906,4945700
2006-03-14,145.9199981689453,149.5,145.6199951171875,149.4199981689453,112.45702362060547,11360100
2006-03-15,148.3000030517578,149.63999938964844,147.58999633789062,149.0,112.14094543457031,7557100
2006-03-16,149.10000610351562,149.69000244140625,147.4499969482422,147.69000244140625,111.1550521850586,6025800
2006-03-17,148.25,151.5399932861328,148.02999877929688,150.36000061035156,113.16448974609375,6670000
2006-03-20,150.0500030517578,152.66000366210938,149.8000030517578,152.17999267578125,114.53424072265625,4896800
2006-03-21,151.61000061035156,152.0,149.00999450683594,149.39999389648438,112.4419937133789,4460600
2006-03-22,148.3000030517578,152.36000061035156,148.3000030517578,151.82000732421875,114.2633285522461,3770800
2006-03-23,151.1699981689453,151.9600067138672,150.4499969482422,151.6699981689453,114.15046691894531,3852700
2006-03-24,151.67999267578125,152.57000732421875,150.8800048828125,152.1699981689453,114.52677917480469,2651700
2006-03-27,152.1300048828125,155.36000061035156,152.1300048828125,155.0,116.65668487548828,4314600
2006-03-28,155.00999450683594,157.82000732421875,154.16000366210938,154.16000366210938,116.02448272705078,6481600
2006-03-29,154.89999389648438,157.57000732421875,154.83999633789062,156.89999389648438,118.08662414550781,4458100
2006-03-30,157.72999572753906,159.6300048828125,155.7100067138672,156.80999755859375,118.01893615722656,4771000
2006-03-31,157.0,158.3800048828125,156.25,156.9600067138672,118.1318588256836,3298400
2006-04-03,157.99000549316406,159.8800048828125,156.9199981689453,158.1199951171875,119.00489807128906,3979800
2006-04-04,158.1199951171875,161.36000061035156,158.1199951171875,161.0,121.17241668701172,5088800
2006-04-05,160.5,161.9199981689453,160.0,160.75,120.9842529296875,4191500
2006-04-06,160.07000732421875,162.07000732421875,160.07000732421875,162.0399932861328,121.95512390136719,4180900
2006-04-07,162.0399932861328,163.16000366210938,159.88999938964844,161.02000427246094,121.18750762939453,4964100
2006-04-10,162.5,164.0500030517578,161.4499969482422,162.4600067138672,122.271240234375,4470700
2006-04-11,163.0,163.3000030517578,158.50999450683594,159.14999389648438,119.78009796142578,4962800
2006-04-12,159.6300048828125,160.3000030517578,158.39999389648438,159.52000427246094,120.0584945678711,3404000
2006-04-13,158.4499969482422,159.69000244140625,158.1999969482422,159.42999267578125,119.99076080322266,2217100
2006-04-17,160.25,163.2100067138672,160.0,161.94000244140625,121.87985229492188,3381700
2006-04-18,162.75,166.17999267578125,161.32000732421875,165.5500030517578,124.59681701660156,4828300
2006-04-19,164.5500030517578,167.57000732421875,163.60000610351562,167.0500030517578,125.72576904296875,4670400
2006-04-20,166.05999755859375,169.30999755859375,166.05999755859375,168.5500030517578,126.85472106933594,4893900
2006-04-21,168.6199951171875,168.66000366210938,165.32000732421875,165.88999938964844,125.1125259399414,3591500
2006-04-24,165.5,166.27000427246094,163.5,165.35000610351562,124.705322265625,3431400
2006-04-25,165.35000610351562,165.60000610351562,161.75999450683594,162.8000030517578,122.78209686279297,3361400
2006-04-26,163.5,164.64999389648438,162.1999969482422,163.39999389648438,123.2345962524414,3032600
2006-04-27,163.35000610351562,165.7899932861328,162.10000610351562,163.97000122070312,123.66450500488281,4063900
2006-04-28,163.80999755859375,164.88999938964844,158.64999389648438,160.2899932861328,120.88909912109375,5349000
2006-05-01,160.3000030517578,161.6699981689453,156.0800018310547,156.4499969482422,117.99300384521484,5652300
2006-05-02,157.60000610351562,160.0,157.1199951171875,158.8300018310547,119.78791046142578,3710700
2006-05-03,159.5,159.85000610351562,157.75,159.14999389648438,120.02930450439453,2521000
2006-05-04,159.16000366210938,160.3300018310547,158.0,158.0399932861328,119.19215393066406,2554600
2006-05-05,159.75,164.60000610351562,159.69000244140625,164.38999938964844,123.98123168945312,3737500
2006-05-08,164.38999938964844,166.5500030517578,162.1999969482422,163.52999877929688,123.33261108398438,2395700
2006-05-09,163.75,166.25999450683594,163.6999969482422,165.75,125.0069808959961,2615300
2006-05-10,164.85000610351562,165.41000366210938,162.0500030517578,164.08999633789062,123.75501251220703,3215800
2006-05-11,164.3800048828125,164.49000549316406,158.60000610351562,159.27999877929688,120.12734985351562,3639600
2006-05-12,158.75,159.6999969482422,156.07000732421875,156.11000061035156,117.73658752441406,4579300
2006-05-15,154.60000610351562,157.0,151.11000061035156,153.13999938964844,115.49662017822266,6119200
2006-05-16,153.60000610351562,155.11000061035156,150.6199951171875,152.6999969482422,115.16474151611328,4016000
2006-05-17,150.85000610351562,151.14999389648438,147.0,148.2100067138672,111.7784423828125,7477600
2006-05-18,149.36000061035156,150.25,146.25,147.02999877929688,110.88851928710938,6076200
2006-05-19,148.3000030517578,150.4499969482422,146.75,149.41000366210938,112.68351745605469,6502500
2006-05-22,148.50999450683594,148.50999450683594,143.33999633789062,146.14999389648438,110.22483825683594,8472600
2006-05-23,148.0500030517578,148.8800048828125,143.6999969482422,143.6999969482422,108.37708282470703,5606600
2006-05-24,143.64999389648438,145.58999633789062,140.4199981689453,143.9199981689453,108.54299926757812,8759600
2006-05-25,145.1999969482422,147.32000732421875,144.67999267578125,147.32000732421875,111.10722351074219,5611300
2006-05-26,150.0,152.94000244140625,149.47000122070312,152.94000244140625,115.34584045410156,5749700
2006-05-30,151.0,151.9499969482422,149.25,149.8300018310547,113.000244140625,5217200
2006-05-31,151.3000030517578,152.38999938964844,149.14999389648438,150.9499969482422,113.8449478149414,5262200
2006-06-01,150.9199981689453,153.58999633789062,150.19000244140625,153.5500030517578,115.80589294433594,4206200
2006-06-02,155.5,157.0,153.60000610351562,154.08999633789062,116.21311950683594,4253400
2006-06-05,154.9499969482422,156.2899932861328,149.85000610351562,150.39999389648438,113.43016052246094,5400000
2006-06-06,151.38999938964844,152.05999755859375,147.5,149.24000549316406,112.55531311035156,6562400
2006-06-07,149.25,152.52999877929688,148.3000030517578,149.9499969482422,113.09075927734375,4319900
2006-06-08,148.8000030517578,150.6699981689453,144.5,149.75999450683594,112.94744873046875,7885500
2006-06-09,151.0,152.10000610351562,148.99000549316406,149.88999938964844,113.04552459716797,4407300
2006-06-12,150.3000030517578,150.72000122070312,145.0,145.0,109.35749053955078,5860300
2006-06-13,144.5,145.5,138.00999450683594,139.25,105.02091979980469,15679700
2006-06-14,139.75,141.75999450683594,136.7899932861328,138.5,104.45528411865234,10541300
2006-06-15,140.39999389648438,145.19000244140625,140.07000732421875,144.1199951171875,108.6938247680664,10870200
2006-06-16,143.3000030517578,144.58999633789062,142.61000061035156,144.0,108.60332489013672,6368000
2006-06-19,144.97999572753906,145.75,142.9499969482422,143.75,108.414794921875,6517300
2006-06-20,144.64999389648438,145.99000549316406,143.58999633789062,145.25999450683594,109.55361938476562,5808700
2006-06-21,145.77000427246094,150.32000732421875,145.5,149.8300018310547,113.000244140625,7645900
2006-06-22,149.7100067138672,150.5,146.9499969482422,148.30999755859375,111.85385131835938,4402000
2006-06-23,147.85000610351562,149.39999389648438,147.2100067138672,147.9199981689453,111.55976867675781,3488000
2006-06-26,148.9199981689453,149.9499969482422,148.10000610351562,149.89999389648438,113.05304718017578,3799600
2006-06-27,149.0500030517578,150.88999938964844,147.16000366210938,147.16000366210938,110.98657989501953,3666400
2006-06-28,147.41000366210938,148.5,145.07000732421875,146.49000549316406,110.48120880126953,4907100
2006-06-29,148.10000610351562,152.1999969482422,146.35000610351562,152.1999969482422,114.78768920898438,6656800
2006-06-30,152.1999969482422,152.72000122070312,149.5,150.42999267578125,113.45277404785156,5973300
2006-07-03,151.92999267578125,152.7899932861328,151.33999633789062,152.4499969482422,114.97621154785156,3250500
2006-07-05,151.6999969482422,151.6999969482422,150.0,150.9499969482422,113.8449478149414,4478600
2006-07-06,152.2899932861328,152.3000030517578,150.1999969482422,150.5800018310547,113.56591033935547,3441000
2006-07-07,150.00999450683594,150.5,148.44000244140625,148.50999450683594,112.00472259521484,3618700
2006-07-10,149.25,150.41000366210938,148.16000366210938,148.85000610351562,112.26115417480469,2946100
2006-07-11,148.39999389648438,149.0,146.5500030517578,148.6699981689453,112.12541198730469,3817200
2006-07-12,148.6999969482422,149.22999572753906,145.07000732421875,145.27000427246094,109.56114196777344,4300100
2006-07-13,144.02999877929688,145.1999969482422,142.10000610351562,142.5500030517578,107.509765625,6116700
2006-07-14,143.10000610351562,143.5,138.97000122070312,140.10000610351562,105.66203308105469,5659400
2006-07-17,140.10000610351562,142.27000427246094,139.1999969482422,140.8699951171875,106.24272918701172,4528700
2006-07-18,140.6199951171875,142.47999572753906,139.89999389648438,142.33999633789062,107.35136413574219,5874300
2006-07-19,142.6999969482422,147.85000610351562,142.6999969482422,146.97000122070312,110.84326934814453,6079400
2006-07-20,146.6999969482422,147.8000030517578,145.0,145.17999267578125,109.49324798583984,4264500
2006-07-21,145.0500030517578,145.05999755859375,141.8000030517578,142.0399932861328,107.38402557373047,4682400
2006-07-24,143.3000030517578,147.5,143.05999755859375,146.89999389648438,111.0582046508789,4610700
2006-07-25,146.89999389648438,149.6699981689453,145.33999633789062,148.49000549316406,112.2602310180664,4984000
2006-07-26,147.5,148.82000732421875,146.69000244140625,147.3800048828125,111.42110443115234,3326000
2006-07-27,148.6999969482422,149.6300048828125,147.58999633789062,148.25999450683594,112.08636474609375,4085900
2006-07-28,149.64999389648438,152.35000610351562,149.3300018310547,151.72000122070312,114.70220947265625,4752200
2006-07-31,151.60000610351562,153.72999572753906,150.66000366210938,152.75,115.48088073730469,4370000
2006-08-01,151.6300048828125,151.74000549316406,149.58999633789062,151.25999450683594,114.35441589355469,3468500
2006-08-02,150.25999450683594,150.5,147.5399932861328,149.89999389648438,113.32625579833984,6139300
2006-08-03,148.75,153.14999389648438,148.47000122070312,152.10000610351562,114.98944091796875,3854000
2006-08-04,154.0,156.2899932861328,152.1699981689453,152.99000549316406,115.662353515625,4892300
2006-08-07,152.1199951171875,154.85000610351562,151.75999450683594,152.64999389648438,115.40528106689453,3029800
2006-08-08,152.64999389648438,155.39999389648438,150.49000549316406,151.4499969482422,114.49803161621094,6199900
2006-08-09,153.5,153.75,149.60000610351562,150.00999450683594,113.4094009399414,4234300
2006-08-10,149.5,152.1199951171875,148.5,151.6300048828125,114.63417053222656,3782100
2006-08-11,152.35000610351562,152.8699951171875,149.99000549316406,151.11000061035156,114.24104309082031,2576500
2006-08-14,152.47999572753906,153.00999450683594,149.42999267578125,150.3699951171875,113.68156433105469,3110900
2006-08-15,152.3800048828125,153.99000549316406,151.2100067138672,152.64999389648438,115.40528106689453,4907000
2006-08-16,153.9499969482422,155.0500030517578,152.72000122070312,154.99000549316406,117.17435455322266,3563900
2006-08-17,153.89999389648438,156.8699951171875,153.85000610351562,154.4499969482422,116.76608276367188,3365700
2006-08-18,154.4499969482422,154.75,153.0,154.67999267578125,116.93998718261719,2742100
2006-08-21,153.16000366210938,154.25,151.63999938964844,153.8300018310547,116.29741668701172,3731200
2006-08-22,154.36000061035156,155.00999450683594,153.0500030517578,154.14999389648438,116.53929901123047,3696600
